LEVEL,CODE,NATIONAL_TITLE_BE_NL,NATIONAL_TITLE_BE_FR,NATIONAL_TITLE_BE_DE,NATIONAL_TITLE_BE_EN
5,52.250,Logistieke diensten,Activités de service logistique,Erbringung von Logistikdienstleistungen,Logistics service activities
4,52.26,Andere vervoerondersteunende activiteiten,Autres activités de soutien pour les transports,Erbringung von sonstigen Dienstleistungen für den Verkehr,Other support activities for transportation
5,52.260,Andere vervoerondersteunende activiteiten,Autres activités de soutien pour les transports,Erbringung von sonstigen Dienstleistungen für den Verkehr,Other support activities for transportation
3,52.3,Bemiddelingsactiviteiten in verband met vervoer,Activités de service d’intermédiation pour les transports,Vermittlungstätigkeiten für den Verkehr,Intermediation service activities for transportation
4,52.31,Bemiddelingsactiviteiten in verband met goederenvervoer,Activités de service d’intermédiation pour le transport de fret,Vermittlungstätigkeiten für die Güterbeförderung,Intermediation service activities for freight transportation
5,52.310,Bemiddelingsactiviteiten in verband met goederenvervoer,Activités de service d’intermédiation pour le transport de fret,Vermittlungstätigkeiten für die Güterbeförderung,Intermediation service activities for freight transportation
4,52.32,Bemiddelingsactiviteiten in verband met personenvervoer,Activités de service d’intermédiation pour le transport de passagers,Vermittlungstätigkeiten für die Personenbeförderung,Intermediation service activities for passenger transportation
5,52.320,Bemiddelingsactiviteiten in verband met personenvervoer,Activités de service d’intermédiation pour le transport de passagers,Vermittlungstätigkeiten für die Personenbeförderung,Intermediation service activities for passenger transportation
2,53,Post- en koeriersdiensten,Activités de poste et de courrier,"Post-, Kurier- und Expressdienste",Postal and courier activities
3,53.1,Postdiensten in het kader van de universele dienstverplichting,Activités de poste dans le cadre d’une obligation de service universel,Postdienste von Universaldienstleistungsanbietern,Postal activities under universal service obligation
4,53.10,Postdiensten in het kader van de universele dienstverplichting,Activités de poste dans le cadre d’une obligation de service universel,Postdienste von Universaldienstleistungsanbietern,Postal activities under universal service obligation
5,53.100,Postdiensten in het kader van de universele dienstverplichting,Activités de poste dans le cadre d’une obligation de service universel,Postdienste von Universaldienstleistungsanbietern,Postal activities under universal service obligation
3,53.2,Overige posterijen en koeriers,Autres activités de poste et de courrier,"Sonstige Post-, Kurier- und Expressdienste",Other postal and courier activities
4,53.20,Overige posterijen en koeriers,Autres activités de poste et de courrier,"Sonstige Post-, Kurier- und Expressdienste",Other postal and courier activities
5,53.200,Overige posterijen en koeriers,Autres activités de poste et de courrier,"Sonstige Post-, Kurier- und Expressdienste",Other postal and courier activities
3,53.3,Bemiddelingsactiviteiten in verband met post- en koeriersdiensten,Activités de service d’intermédiation pour des activités de poste et de courrier,"Vermittlungstätigkeiten für Post-, Kurier- und Expressdienstleistungen",Intermediation service activities for postal and courier activities
4,53.30,Bemiddelingsactiviteiten in verband met post- en koeriersdiensten,Activités de service d’intermédiation pour des activités de poste et de courrier,"Vermittlungstätigkeiten für Post-, Kurier- und Expressdienstleistungen",Intermediation service activities for postal and courier activities
5,53.300,Bemiddelingsactiviteiten in verband met post- en koeriersdiensten,Activités de service d’intermédiation pour des activités de poste et de courrier,"Vermittlungstätigkeiten für Post-, Kurier- und Expressdienstleistungen",Intermediation service activities for postal and courier activities
1,I,VERSCHAFFEN VAN ACCOMMODATIE EN MAALTIJDEN,HÉBERGEMENT ET RESTAURATION,GASTGEWERBE/BEHERBERGUNG UND GASTRONOMIE,ACCOMMODATION AND FOOD SERVICE ACTIVITIES
2,55,Verschaffen van accommodatie,Hébergement,Beherbergung,Accommodation
3,55.1,Hotels en dergelijke accommodatie,Hôtels et hébergement similaire,"Hotels, Gasthöfe und Pensionen",Hotels and similar accommodation
4,55.10,Hotels en dergelijke accommodatie,Hôtels et hébergement similaire,"Hotels, Gasthöfe und Pensionen",Hotels and similar accommodation
5,55.100,Hotels en dergelijke accommodatie,Hôtels et hébergement similaire,"Hotels, Gasthöfe und Pensionen",Hotels and similar accommodation
3,55.2,Vakantieverblijven en andere accommodatie voor kort verblijf,Hébergement touristique et autre hébergement de courte durée,Ferienunterkünfte und ähnliche Beherbergungsstätten,Holiday and other short-stay accommodation
4,55.20,Vakantieverblijven en andere accommodatie voor kort verblijf,Hébergement touristique et autre hébergement de courte durée,Ferienunterkünfte und ähnliche Beherbergungsstätten,Holiday and other short-stay accommodation
5,55.201,Jeugdherbergen en jeugdverblijfcentra,Auberges pour jeunes,Jugendherbergen und -unterkünfte,Youth hostels
5,55.202,Vakantieparken,Centres et villages de vacances,Ferienzentren und Feriendörfer,Holiday resorts and villages
5,55.203,"Gites, vakantiewoningen en -appartementen","Gîtes de vacances, appartements et meublés de vacances",Ferienunterkünfte und -wohnungen,Homes and apartments for holiday
5,55.204,Gastenkamers,Chambres d'hôtes,Fremdenzimmer,Guest rooms
5,55.209,"Vakantieverblijven en andere accommodatie voor kort verblijf, n.e.g.",Hébergement touristique et autre hébergement de courte durée n.c.a.,Ferienunterkünfte für Kurzaufenthalte a.n.g.,Holiday and other short-stay accommodation n.e.c.
3,55.3,Kampeer- en caravanterreinen,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,Campingplätze,Camping grounds and recreational vehicle parks
4,55.30,Kampeer- en caravanterreinen,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,Campingplätze,Camping grounds and recreational vehicle parks
5,55.300,Kampeer- en caravanterreinen,Terrains de camping et parcs pour caravanes ou véhicules de loisirs,Campingplätze,Camping grounds and recreational vehicle parks
3,55.4,Bemiddelingsactiviteiten in verband met accommodatie,Activités de service d’intermédiation pour l’hébergement,Vermittlungstätigkeiten für Beherbergungsdienstleistungen,Intermediation service activities for accommodation
4,55.40,Bemiddelingsactiviteiten in verband met accommodatie,Activités de service d’intermédiation pour l’hébergement,Vermittlungstätigkeiten für Beherbergungsdienstleistungen,Intermediation service activities for accommodation
5,55.400,Bemiddelingsactiviteiten in verband met accommodatie,Activités de service d’intermédiation pour l’hébergement,Vermittlungstätigkeiten für Beherbergungsdienstleistungen,Intermediation service activities for accommodation
3,55.9,Overige accommodatie,Autres hébergements,Sonstige Beherbergungsstätten,Other accommodation
4,55.90,Overige accommodatie,Autres hébergements,Sonstige Beherbergungsstätten,Other accommodation
5,55.900,Overige accommodatie,Autres hébergements,Sonstige Beherbergungsstätten,Other accommodation
2,56,Activiteiten van eet- en drinkgelegenheden,Activités de service de restauration,Gastronomie,Food and beverage service activities
3,56.1,Activiteiten van restaurants en mobiele eetgelegenheden,Activités de restaurant et de service de restauration mobile,"Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä.",Restaurants and mobile food service activities
4,56.11,Activiteiten van restaurants,Activités de restaurant,"Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä.",Restaurant activities
5,56.111,Activiteiten van eetgelegenheden met volledige bediening,Restauration à service complet,Restaurants mit Vollbedienung,Activities of full-service restaurants
5,56.112,"Activiteiten van eetgelegenheden met beperkte bediening, m.u.v. mobiele eetgelegenheden","Restauration à service restreint, à l'exclusion de restauration mobile","Restaurants mit beschränkter Bedienung, mit Ausnahme von mobiler Gastronomie","Activities of limited-service restaurants, except mobile food service activities"
4,56.12,Activiteiten van mobiele eetgelegenheden,Activités de service de restauration mobile,Mobile Gastronomie,Mobile food service activities
5,56.120,Activiteiten van mobiele eetgelegenheden,Activités de service de restauration mobile,Mobile Gastronomie,Mobile food service activities
3,56.2,"Catering van evenementen, cateringdiensten op contractbasis en overige diensten in verband met maaltijden","Activités de traiteur événementiel, de service contractuel de restauration et autres activités de service de restauration",Caterer und Erbringung sonstiger Verpflegungsdienstleistungen,"Event catering, contract catering service activities and other food service activities"
4,56.21,Catering van evenementen,Activités de traiteur événementiel,Event-Caterer,Event catering activities
5,56.210,Catering van evenementen,Activités de traiteur événementiel,Event-Caterer,Event catering activities
4,56.22,Cateringdiensten op contractbasis en overige diensten in verband met maaltijden,Activités de service contractuel de restauration et autres activités de service de restauration,Sonstige Caterer und Erbringung sonstiger Verpflegungsdienstleistungen,Contract catering service activities and other food service activities
5,56.220,Cateringdiensten op contractbasis en overige diensten in verband met maaltijden,Activités de service contractuel de restauration et autres activités de service de restauration,Sonstige Caterer und Erbringung sonstiger Verpflegungsdienstleistungen,Contract catering service activities and other food service activities
3,56.3,Activiteiten van drinkgelegenheden,Activités de débit de boissons,Ausschank von Getränken,Beverage serving activities
4,56.30,Activiteiten van drinkgelegenheden,Activités de débit de boissons,Ausschank von Getränken,Beverage serving activities
5,56.301,Cafés en bars,Cafés et bars,Schankwirtschaften,Cafés and bars
5,56.302,"Discotheken, dancings en dergelijke","Discothèques, dancings et similaires","Diskotheken, Tanzlokale u.ä.","Nightclubs, dance halls and the like"
5,56.309,Andere drinkgelegenheden,Autres débits de boissons,Sonstige Getränkeausschänke,Other beverage serving activities
3,56.4,Bemiddelingsactiviteiten in verband met eet- en drinkgelegenheden,Activités de service d’intermédiation pour des activités de service de restauration,Vermittlungstätigkeiten für gastronomische Dienstleistungen,Intermediation service activities for food and beverage services activities
4,56.40,Bemiddelingsactiviteiten in verband met eet- en drinkgelegenheden,Activités de service d’intermédiation pour des activités de service de restauration,Vermittlungstätigkeiten für gastronomische Dienstleistungen,Intermediation service activities for food and beverage services activities
5,56.400,Bemiddelingsactiviteiten in verband met eet- en drinkgelegenheden,Activités de service d’intermédiation pour des activités de service de restauration,Vermittlungstätigkeiten für gastronomische Dienstleistungen,Intermediation service activities for food and beverage services activities
1,J,"ACTIVITEITEN VAN UITGEVERIJEN, OMROEPACTIVITEITEN EN PRODUCTIE EN DISTRIBUTIE VAN INHOUD","ÉDITION, DIFFUSION ET ACTIVITÉS DE PRODUCTION ET DE DISTRIBUTION DE CONTENU","VERLAGSWESEN, RUNDFUNK SOWIE ERSTELLUNG UND VERBREITUNG VON MEDIENINHALTEN","PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES"
2,58,Activiteiten van uitgeverijen,Activités d’édition,Verlagswesen,Publishing activities
3,58.1,"Activiteiten van uitgeverijen van boeken en kranten en overige activiteiten van uitgeverijen, met uitzondering van het uitgeven van software","Édition de livres, de journaux et autres activités d’édition, à l’exception de l’édition de logiciels","Verlegen von Büchern und Zeitungen sowie sonstiges Verlagswesen, ohne Software","Publishing of books, newspapers and other publishing activities, except software publishing"
4,58.11,Uitgeven van boeken,Édition de livres,Verlegen von Büchern,Publishing of books
5,58.110,Uitgeven van boeken,Édition de livres,Verlegen von Büchern,Publishing of books
4,58.12,Uitgeven van kranten,Édition de journaux,Verlegen von Zeitungen,Publishing of newspapers
5,58.120,Uitgeven van kranten,Édition de journaux,Verlegen von Zeitungen,Publishing of newspapers
4,58.13,Uitgeven van tijdschriften,Édition de revues et de périodiques,Verlegen von Zeitschriften,Publishing of journals and periodicals
5,58.130,Uitgeven van tijdschriften,Édition de revues et de périodiques,Verlegen von Zeitschriften,Publishing of journals and periodicals
4,58.19,"Overige activiteiten van uitgeverijen, met uitzondering van het uitgeven van software","Autres activités d’édition, à l’exception de l’édition de logiciels","Sonstiges Verlagswesen, ohne Software","Other publishing activities, except software publishing"
5,58.190,"Overige activiteiten van uitgeverijen, met uitzondering van het uitgeven van software","Autres activités d’édition, à l’exception de l’édition de logiciels","Sonstiges Verlagswesen, ohne Software","Other publishing activities, except software publishing"
